Added,Category,External Link,Framework,Domain,Practice,Title,Description,XML Definition
FALSE,Malware,,FISMA,SI - System and Information Integrity,SI-4,Endpoint Malware Protection - Detections - Trend,Endpoint Malware Protection - Detections - Trend,"<panel>

  <chart>

  <title>Endpoint Malware Protection - Detections - Trend</title>

  <search>

  <query>| tstats count from datamodel=Malware by _time Malware_Attacks.signature span=1s | timechart sum(count) by Malware_Attacks.signature useother=0 usenull=0

 | fillnull value=0</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""charting.axisLabelsX.majorLabelStyle.overflowMode"">ellipsisNone</option>

  <option name=""charting.axisLabelsX.majorLabelStyle.rotation"">0</option>

  <option name=""charting.axisTitleX.visibility"">visible</option>

  <option name=""charting.axisTitleY.visibility"">visible</option>

  <option name=""charting.axisTitleY2.visibility"">visible</option>

  <option name=""charting.axisX.abbreviation"">none</option>

  <option name=""charting.axisX.scale"">linear</option>

  <option name=""charting.axisY.abbreviation"">none</option>

  <option name=""charting.axisY.scale"">linear</option>

  <option name=""charting.axisY2.abbreviation"">none</option>

  <option name=""charting.axisY2.enabled"">0</option>

  <option name=""charting.axisY2.scale"">inherit</option>

  <option name=""charting.chart"">area</option>

  <option name=""charting.chart.bubbleMaximumSize"">50</option>

  <option name=""charting.chart.bubbleMinimumSize"">10</option>

  <option name=""charting.chart.bubbleSizeBy"">area</option>

  <option name=""charting.chart.nullValueMode"">gaps</option>

  <option name=""charting.chart.showDataLabels"">none</option>

  <option name=""charting.chart.sliceCollapsingThreshold"">0.01</option>

  <option name=""charting.chart.stackMode"">stacked</option>

  <option name=""charting.chart.style"">shiny</option>

  <option name=""charting.drilldown"">none</option>

  <option name=""charting.layout.splitSeries"">0</option>

  <option name=""charting.layout.splitSeries.allowIndependentYRanges"">0</option>

  <option name=""charting.legend.labelStyle.overflowMode"">ellipsisMiddle</option>

  <option name=""charting.legend.mode"">standard</option>

  <option name=""charting.legend.placement"">right</option>

  <option name=""charting.lineWidth"">2</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">medium</option>

  </chart>

  </panel>"
FALSE,Intrusion Detection,,FISMA,SI - System and Information Integrity,SI-4,Attack Categories Observed - IDS/IPS - Chart,Attack Categories Observed - IDS/IPS - Chart,"<panel>

  <chart>

  <title>Attack Categories Observed - IDS/IPS - Chart</title>

  <search>

  <query>| tstats count from datamodel=Intrusion_Detection.IDS_Attacks where IDS_Attacks.ids_type=network by IDS_Attacks.category | rename IDS_Attacks.category as category | sort -count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""charting.axisLabelsX.majorLabelStyle.overflowMode"">ellipsisNone</option>

  <option name=""charting.axisLabelsX.majorLabelStyle.rotation"">0</option>

  <option name=""charting.axisTitleX.visibility"">visible</option>

  <option name=""charting.axisTitleY.visibility"">visible</option>

  <option name=""charting.axisTitleY2.visibility"">visible</option>

  <option name=""charting.axisX.abbreviation"">none</option>

  <option name=""charting.axisX.scale"">linear</option>

  <option name=""charting.axisY.abbreviation"">none</option>

  <option name=""charting.axisY.scale"">linear</option>

  <option name=""charting.axisY2.abbreviation"">none</option>

  <option name=""charting.axisY2.enabled"">0</option>

  <option name=""charting.axisY2.scale"">inherit</option>

  <option name=""charting.chart"">pie</option>

  <option name=""charting.chart.bubbleMaximumSize"">50</option>

  <option name=""charting.chart.bubbleMinimumSize"">10</option>

  <option name=""charting.chart.bubbleSizeBy"">area</option>

  <option name=""charting.chart.nullValueMode"">gaps</option>

  <option name=""charting.chart.showDataLabels"">none</option>

  <option name=""charting.chart.sliceCollapsingThreshold"">0.01</option>

  <option name=""charting.chart.stackMode"">stacked100</option>

  <option name=""charting.chart.style"">shiny</option>

  <option name=""charting.drilldown"">none</option>

  <option name=""charting.layout.splitSeries"">0</option>

  <option name=""charting.layout.splitSeries.allowIndependentYRanges"">0</option>

  <option name=""charting.legend.labelStyle.overflowMode"">ellipsisMiddle</option>

  <option name=""charting.legend.mode"">standard</option>

  <option name=""charting.legend.placement"">right</option>

  <option name=""charting.lineWidth"">2</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">medium</option>

  </chart>

  </panel>"
FALSE,Authentication,,FISMA,SI - System and Information Integrity,SI-4,System Monitoring - Login Failures,System Monitoring - Login Failures,"<panel>

  <table>

  <title>System Monitoring - Login Failures</title>

  <search>

  <query>| tstats count from datamodel=Authentication where nodename=Authentication.Failed_Authentication by _time, Authentication.src, Authentication.dest, Authentication.user span=1d

 | rename Authentication.src AS ""Source IP"", Authentication.dest AS ""Destination IP"", Authentication.user AS User, count AS Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""dataOverlayMode"">none</option>

  <option name=""drilldown"">none</option>

  <option name=""percentagesRow"">false</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""rowNumbers"">false</option>

  <option name=""totalsRow"">false</option>

  <option name=""wrap"">true</option>

  </table>

  </panel>"
FALSE,Compute_Inventory,,CMMC,Asset Management,AM.4.226,CPU Inventory,CPU Inventory,"<panel>

  <title>CPU Inventory</title>

  <table>

  <search>

  <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.CPU by All_Inventory.dest, All_Inventory.vendor_product, All_Inventory.description, All_Inventory.CPU.cpu_cores, All_Inventory.CPU.cpu_count, All_Inventory.CPU.cpu_mhz

 | rename All_Inventory.dest as Destination All_Inventory.vendor_product as ""Vendor Product"", All_Inventory.description as Description, All_Inventory.CPU.cpu_cores as ""CPU Cores"", All_Inventory.CPU.cpu_count as ""CPU Count"", All_Inventory.CPU.cpu_mhz as ""CPU mhz"", count as Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
FALSE,Compute_Inventory,,CMMC,Asset Management,AM.4.226,Memory Inventory,Memory Inventory,"<panel>

  <title>Memory Inventory</title>

  <table>

  <search>

  <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.Memory by All_Inventory.dest, All_Inventory.vendor_product, All_Inventory.status, All_Inventory.version, All_Inventory.Memory.mem

 | rename All_Inventory.dest as Dest, All_Inventory.vendor_product as ""Vendor Product"", All_Inventory.status as Status, All_Inventory.version as Version, All_Inventory.Memory.mem as Memory, count as Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
FALSE,Compute_Inventory,,CMMC,Asset Management,AM.4.226,Network Inventory,Network Inventory,"<panel>

  <title>Network Inventory</title>

  <table>

  <search>

  <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.Network by All_Inventory.dest, All_Inventory.vendor_product, All_Inventory.status

 | rename All_Inventory.dest as Destination All_Inventory.vendor_product as ""Vendor Product"", All_Inventory.status as Status, count as Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
FALSE,Compute_Inventory,,CMMC,Asset Management,AM.4.226,OS Inventory,OS Inventory,"<panel>

  <title>OS Inventory</title>

  <table>

  <search>

  <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS by All_Inventory.dest, All_Inventory.vendor_product, All_Inventory.status

 | rename All_Inventory.dest as Destination All_Inventory.vendor_product as ""Vendor Product"", All_Inventory.status as Status count as Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""drilldown"">none</option>

  </table>

  </panel>"
FALSE,Compute_Inventory,,CMMC,Asset Management,AM.4.226,User Inventory,User Inventory,"<panel>

  <title>User Inventory</title>

  <table>

  <search>

  <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.User by All_Inventory.dest, All_Inventory.vendor_product, All_Inventory.status

 | rename All_Inventory.dest as Destination All_Inventory.vendor_product as ""Vendor Product"", All_Inventory.status as Status count as Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""drilldown"">none</option>

  </table>

  </panel>"
FALSE,Authentication,,CMMC,Access Control,AC.4.032,Remote Authentication Activity by Location,Remote Authentication Activity by Location,"<panel>

  <map>

  <title>Remote Authentication Activity by Location</title>

  <search>

  <query>| tstats count from datamodel=Authentication where Authentication.src!=""10.0.0.0/8"" OR Authentication.src!=""172.16.0.0/12"" OR Authentication.src!=""192.168.0.0/16"" by _time, Authentication.action, Authentication.app, Authentication.src, Authentication.user | iplocation Authentication.src | geostats count by Country</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""mapping.type"">marker</option>

  <option name=""refresh.display"">progressbar</option>

  </map>

  </panel>"
FALSE,Authentication,,CMMC,Access Control,AC.4.032,Top Remote Authentication Failures by App,Top Remote Authentication Failures by App,"<panel>

  <title>Top Remote Authentication Failures by App</title>

  <chart>

  <search>

  <query>| tstats count from datamodel=Authentication where Authentication.src!=""10.0.0.0/8"" AND Authentication.src!=""172.16.0.0/12"" AND Authentication.src!=""192.168.0.0/16"" AND Authentication.action=""failure"" by _time Authentication.app span=1d

 | rename Authentication.app as App

 | timechart sum(count) by App</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  <sampleRatio>1</sampleRatio>

  </search>

  <option name=""charting.axisLabelsX.majorLabelStyle.overflowMode"">ellipsisNone</option>

  <option name=""charting.axisLabelsX.majorLabelStyle.rotation"">0</option>

  <option name=""charting.axisTitleX.text"">Time</option>

  <option name=""charting.axisTitleX.visibility"">visible</option>

  <option name=""charting.axisTitleY.text"">Failed Authentications</option>

  <option name=""charting.axisTitleY.visibility"">visible</option>

  <option name=""charting.axisTitleY2.visibility"">visible</option>

  <option name=""charting.axisX.abbreviation"">none</option>

  <option name=""charting.axisX.scale"">linear</option>

  <option name=""charting.axisY.abbreviation"">none</option>

  <option name=""charting.axisY.scale"">linear</option>

  <option name=""charting.axisY2.abbreviation"">none</option>

  <option name=""charting.axisY2.enabled"">0</option>

  <option name=""charting.axisY2.scale"">inherit</option>

  <option name=""charting.chart"">line</option>

  <option name=""charting.chart.bubbleMaximumSize"">50</option>

  <option name=""charting.chart.bubbleMinimumSize"">10</option>

  <option name=""charting.chart.bubbleSizeBy"">area</option>

  <option name=""charting.chart.nullValueMode"">zero</option>

  <option name=""charting.chart.showDataLabels"">none</option>

  <option name=""charting.chart.sliceCollapsingThreshold"">0.01</option>

  <option name=""charting.chart.stackMode"">default</option>

  <option name=""charting.chart.style"">shiny</option>

  <option name=""charting.drilldown"">none</option>

  <option name=""charting.layout.splitSeries"">0</option>

  <option name=""charting.layout.splitSeries.allowIndependentYRanges"">0</option>

  <option name=""charting.legend.labelStyle.overflowMode"">ellipsisMiddle</option>

  <option name=""charting.legend.mode"">standard</option>

  <option name=""charting.legend.placement"">right</option>

  <option name=""charting.lineWidth"">2</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">medium</option>

  </chart>

  </panel>"
FALSE,Authentication,,CMMC,Access Control,AC.4.032,10 Least Common Remote Authentication Attempts,10 Least Common Remote Authentication Attempts,"<panel>

  <table>

  <title>10 Least Common Remote Authentication Attempts</title>

  <search>

  <query>| tstats count from datamodel=Authentication where Authentication.src!=""10.0.0.0/8"" AND Authentication.src!=""172.16.0.0/12"" AND Authentication.src!=""192.168.0.0/16"" by _time, Authentication.action, Authentication.app, Authentication.src, Authentication.user

 | sort 0 +count

 | head 10

 | eval Time = strftime(_time, ""%Y-%d-%m %H:%M:%S"")

 | rename Authentication.action as Action Authentication.app as App Authentication.src as Source Authentication.user as User count as Count

 | table Time Action App Source User Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
FALSE,Authentication,,CMMC,Access Control,AC.4.032,10 Most Common Remote Authentication Attempts,10 Most Common Remote Authentication Attempts,"<panel>

  <table>

  <title>10 Most Common Remote Authentication Attempts</title>

  <search>

  <query>| tstats count from datamodel=Authentication where Authentication.src!=""10.0.0.0/8"" AND Authentication.src!=""172.16.0.0/12"" AND Authentication.src!=""192.168.0.0/16"" by _time, Authentication.action, Authentication.app, Authentication.src, Authentication.user

 | sort 0 -count

 | head 10

 | eval Time = strftime(_time, ""%Y-%d-%m %H:%M:%S"")

 | rename Authentication.action as Action Authentication.app as App Authentication.src as Source Authentication.user as User count as Count

 | table Time Action App Source User Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
